Comparison,PCA_Num,PCA Stage,Model,Accuracy_Mean,Accuracy_Std,Accuracy_95CI_Low,Accuracy_95CI_High,AUC_Mean,AUC_Std,AUC_95CI_Low,AUC_95CI_High,Sensitivity_Mean,Sensitivity_Std,Sensitivity_95CI_Low,Sensitivity_95CI_High,Specificity_Mean,Specificity_Std,Specificity_95CI_Low,Specificity_95CI_High,F1-score_Mean,F1-score_Std,F1-score_95CI_Low,F1-score_95CI_High,Mean_TP,Mean_TN,Mean_FP,Mean_FN
MCI vs AD,50,Before Scaling,LR (L2),0.7028262081044503,0.05109533782570756,0.6393829666502101,0.7662694495586905,0.775958707226643,0.053241690119751994,0.7098504174014257,0.8420669970518602,0.6893236682468504,0.08343707622478043,0.5857228545831571,0.7929244819105438,0.7196835242736882,0.057064189096577525,0.648828975085776,0.7905380734616004,0.7292092105942704,0.06241241107754176,0.6517139667181928,0.8067044544703479,64.2,47.0,18.2,28.8
MCI vs AD,50,Before Scaling,LR (ElasticNet),0.7066316376084707,0.043072955433909564,0.6531494995499499,0.7601137756669915,0.7752819618469446,0.05479976974928984,0.7072390606393956,0.8433248630544937,0.7085220559491214,0.06882101264856696,0.6230694822234698,0.7939746296747731,0.7003419641944231,0.0701835848326528,0.6131975336428381,0.787486394746008,0.7377721078942565,0.05096420851246189,0.6744916849873827,0.8010525308011304,66.0,45.8,19.4,27.0
MCI vs AD,50,Before Scaling,SVM (Linear),0.6990287397500199,0.0518231015744786,0.6346818602497328,0.763375619250307,0.7766572765343243,0.05691471749463573,0.705988320853297,0.8473262322153515,0.6836381754923003,0.10364280645008317,0.5549486340504309,0.8123277169341697,0.7217439273176979,0.05477571862405453,0.6537308895264698,0.7897569651089259,0.7239855317000929,0.06614363884498216,0.6418573566360865,0.8061137067640994,63.6,47.0,18.2,29.4
MCI vs AD,50,Before Scaling,SVM (RBF),0.7130005572804713,0.038310307937584984,0.6654320271542721,0.7605690874066705,0.7991883871339747,0.06041216851985218,0.7241767724294553,0.874200001838494,0.7387710633664392,0.07165733721605401,0.649796727538118,0.8277453991947603,0.6780021130840803,0.06901504294336382,0.5923086189268185,0.7636956072413421,0.7494152137578877,0.051063748878674604,0.6860111951619194,0.8128192323538559,68.8,44.0,21.2,24.2
MCI vs AD,50,Before Scaling,SVM (Poly d2),0.4715070456173872,0.06336126365643076,0.3928336456545004,0.550180445580274,0.5544764711039148,0.09852938925048575,0.4321360757065815,0.6768168665012482,0.12473061916575627,0.10838312123548899,-0.009844800485304547,0.2593060388168171,0.9653535033862903,0.05521938166558896,0.8967895851690554,1.0339174216035252,0.2024593761421715,0.15097040750764176,0.015004856345781109,0.38991389593856185,11.6,63.0,2.2,81.4
MCI vs AD,50,Before Scaling,SVM (Sigmoid),0.70031048483401,0.049772041409181386,0.6385103328991224,0.7621106367688977,0.7769042539920183,0.0558509148315199,0.7075561837789753,0.8462523242050614,0.7127269378510644,0.09925021976734714,0.5894915131521377,0.8359623625499912,0.6837750928734535,0.07017326692102871,0.5966434737012689,0.7709067120456381,0.7338078641699859,0.05689805053272271,0.6631596032555255,0.8044561250844463,66.2,44.6,20.6,26.8
MCI vs AD,50,After Scaling,NeuralNet,0.48533556245521847,0.06005348223824943,0.41076931559321483,0.5599018093172221,0.495320566451458,0.0952889163590604,0.37700374958056276,0.6136373833223532,0.47024586176563793,0.2532046785285584,0.1558507282599687,0.7846409952713072,0.5308244436113287,0.22782142810579545,0.24794677831299483,0.8137021089096627,0.48828271927772315,0.1551310279019762,0.29566210692749534,0.6809033316279509,43.0,33.8,31.4,50.0
MCI vs AD,50,After Scaling,KNN,0.6384603136692939,0.04452949127508272,0.5831696474946949,0.6937509798438929,0.665867103321372,0.05311825586878201,0.5999120773617295,0.7318221292810145,0.7184718079995699,0.04518037615756067,0.6623729614994229,0.7745706544997168,0.527634027470093,0.09550000443164838,0.4090551101390151,0.646212944801171,0.6994213893972883,0.041991945949425916,0.6472815018973677,0.7515612768972089,66.8,34.2,31.0,26.2
MCI vs AD,50,After Scaling,RandomForest,0.7092349335244009,0.03996356939014641,0.659613608172938,0.7588562588758638,0.791601910776518,0.05104443596157157,0.7282218723344169,0.854981949218619,0.859404446099294,0.05579429712502483,0.7901266760540667,0.9286822161445213,0.5007555736244261,0.08239561499704785,0.39844790487273346,0.6030632423761187,0.775698059771752,0.03527895268240845,0.7318934543316712,0.8195026652118328,79.8,32.4,32.8,13.2
MCI vs AD,50,After Scaling,LR (L1),0.7180160815221719,0.03885844373040132,0.6697669509159057,0.7662652121284381,0.8080171588179093,0.050562263856380726,0.7452358161197618,0.8707985015160568,0.7080993465754865,0.0734827017936436,0.6168585212675759,0.799340171883397,0.7348208503946209,0.05868071848145399,0.6619591148674691,0.8076825859217727,0.7452070393374741,0.045469793392046515,0.6887488338768064,0.8016652447981418,65.8,47.8,17.4,27.2
MCI vs AD,50,After Scaling,LR (L2),0.6990765066475599,0.04626605662573608,0.6416296097965266,0.7565234034985933,0.780293028464843,0.057268721063740514,0.7091845192968227,0.8514015376328634,0.7037788352319813,0.07842770140349864,0.6063979819373819,0.8011596885265806,0.6951373504652192,0.06434274652014986,0.6152452785655984,0.77502942236484,0.731309741223629,0.05238157564045353,0.6662694245816905,0.7963500578655676,65.4,45.2,20.0,27.6
MCI vs AD,50,After Scaling,LR (ElasticNet),0.7142424966165114,0.04095222623079661,0.6633935916594353,0.7650914015735875,0.8028175186361832,0.0524734311155104,0.7376631483578286,0.8679718889145378,0.7160197011325278,0.07400598075276049,0.6241291391800642,0.8079102630849914,0.7120366673645362,0.060369036123571654,0.6370786086036346,0.7869947261254377,0.7446604455093419,0.04880120580242846,0.6840657451955336,0.80525514582315,66.6,46.4,18.8,26.4
MCI vs AD,50,After Scaling,SVM (Linear),0.6952710771435394,0.04842199164950516,0.6351472333910254,0.7553949208960534,0.7859006648595208,0.06013444326981095,0.7112338915993698,0.8605674381196718,0.6997146692757132,0.09180116721730677,0.5857284649488996,0.8137008736025269,0.6924090132286854,0.07425791073859503,0.6002056388827431,0.7846123875746277,0.7271989209154761,0.055863381842932734,0.6578353708631965,0.7965624709677557,65.0,45.0,20.2,28.0
MCI vs AD,50,After Scaling,SVM (RBF),0.7269086856142027,0.034664220295514435,0.6838673712474581,0.7699499999809474,0.8003954149755593,0.05086754638040609,0.7372350139580488,0.8635558159930699,0.7367649997339898,0.06327020697341805,0.6582046615761957,0.8153253378917839,0.7172289385404139,0.06493351809516063,0.6366033268449401,0.7978545502358877,0.7590720701962611,0.036267285769245365,0.7140402871440213,0.8041038532485009,68.4,46.6,18.6,24.6
